cause_id,icd10,icd10_name
689,V76.6,Passenger on bus injured in clsn w nonmtr vehicle in traf
689,V76.1,Passenger on bus injured in clsn w nonmtr vehicle nontraf
689,V79.5,Passenger on bus injured in clsn w oth and unsp mv in traf
689,V79.1,Passenger on bus injured in clsn w oth and unsp mv nontraf
689,V77.6,Passenger on bus injured in clsn w statnry object in traf
689,V77.1,Passenger on bus injured in clsn w statnry object nontraf
689,V72.6,Passenger on bus injured in collision w 2/3-whl mv in traf
689,V72.1,Passenger on bus injured in collision w 2/3-whl mv nontraf
689,V74.6,Passenger on bus injured in collision w hv veh in traf
689,V74.1,Passenger on bus injured in collision w hv veh nontraf
689,V71.6,Passenger on bus injured in collision w pedal cycle in traf
689,V71.1,Passenger on bus injured in collision w pedal cycle nontraf
689,V70.6,Passenger on bus injured in collision w ped/anml in traf
689,V70.1,Passenger on bus injured in collision w ped/anml nontraf
689,V75.6,Passenger on bus injured in collision w rail trn/veh in traf
689,V75.1,Passenger on bus injured in collision w rail trn/veh nontraf
689,V73.6,"Passenger on bus injured pick-up truck, pk-up/van in traf"
689,V73.1,"Passenger on bus injured pick-up truck, pk-up/van nontraf"
695,V86.6,Passngr off-road veh injured in nontraffic accident
695,V86.1,Passngr off-road veh injured in traffic accident
408,A28.0,Pasteurellosis
641,Q25.0,Patent ductus arteriosus
585,F63.0,Pathological gambling
680,K03.3,Pathological resorption of teeth
669,H69.0,Patulous Eustachian tube
627,M08.4,Pauciarticular juvenile rheumatoid arthritis
639,M08.4,Pauciarticular juvenile rheumatoid arthritis
641,Q67.7,Pectus carinatum
641,Q67.6,Pectus excavatum
689,V12.4,Pedal cycle driver injured in collision w 2/3-whl mv in traf
689,V12.0,Pedal cycle driver injured in collision w 2/3-whl mv nontraf
689,V14.4,Pedal cycle driver injured in collision w hv veh in traf
689,V14.0,Pedal cycle driver injured in collision w hv veh nontraf
689,V10.4,Pedal cycle driver injured in collision w ped/anml in traf
689,V10.0,Pedal cycle driver injured in collision w ped/anml nontraf
689,V13.4,"Pedal cycle driver injured pick-up truck, pk-up/van in traf"
689,V13.0,"Pedal cycle driver injured pick-up truck, pk-up/van nontraf"
689,V14.5,Pedal cycle passenger injured in collision w hv veh in traf
689,V14.1,Pedal cycle passenger injured in collision w hv veh nontraf
689,V19.3,Pedal cyclist (driver) (passenger) injured in unsp nontraf
689,V19.9,Pedal cyclist (driver) (passenger) injured in unsp traf
689,V02.1,Pedestrian injured in collision w 2/3-whl mv in traf
689,V02.0,Pedestrian injured in collision w 2/3-whl mv nontraf
689,V02.9,"Pedestrian injured in collision w 2/3-whl mv, unsp"
689,V04.1,Pedestrian injured in collision w hv veh in traffic accident
689,V04.0,Pedestrian injured in collision w hv veh nontraf
689,V04.9,"Pedestrian injured in collision w hv veh, unsp"
689,V06.1,Pedestrian injured in collision w nonmtr vehicle in traf
689,V06.0,Pedestrian injured in collision w nonmtr vehicle nontraf
689,V06.9,"Pedestrian injured in collision w oth nonmotor vehicle, unsp"
689,V01.1,Pedestrian injured in collision w pedal cycle in traf
689,V01.0,Pedestrian injured in collision w pedal cycle nontraf
689,V01.9,"Pedestrian injured in collision w pedal cycle, unsp"
695,V05.1,Pedestrian injured in collision w rail trn/veh in traf
695,V05.0,Pedestrian injured in collision w rail trn/veh nontraf
695,V05.9,"Pedestrian injured in collision w rail trn/veh, unsp"
689,V09.2,Pedestrian injured in traf involving oth and unsp mv
689,V09.1,Pedestrian injured in unspecified nontraffic accident
689,V09.3,Pedestrian injured in unspecified traffic accident
689,V09.9,Pedestrian injured in unspecified transport accident
689,V09.0,Pedestrian injured nontraf involving oth and unsp mv
689,V03.9,"Pedestrian injured pick-up truck, pick-up truck or van, unsp"
689,V03.1,"Pedestrian injured pick-up truck, pk-up/van in traf"
689,V03.0,"Pedestrian injured pick-up truck, pk-up/van nontraf"
695,V00.0,Pedestrian on foot injured in collision w pedestrian convey
689,V16.4,Pedl cyc driver injured in clsn w nonmtr vehicle in traf
689,V16.0,Pedl cyc driver injured in clsn w nonmtr vehicle nontraf
689,V19.4,Pedl cyc driver injured in clsn w oth and unsp mv in traf
689,V19.0,Pedl cyc driver injured in clsn w oth and unsp mv nontraf
689,V17.4,Pedl cyc driver injured in clsn w statnry object in traf
689,V17.0,Pedl cyc driver injured in clsn w statnry object nontraf
689,V11.4,Pedl cyc driver injured in collision w oth pedl cyc in traf
689,V11.0,Pedl cyc driver injured in collision w oth pedl cyc nontraf
689,V15.4,Pedl cyc driver injured in collision w rail trn/veh in traf
689,V15.0,Pedl cyc driver injured in collision w rail trn/veh nontraf
689,V18.4,Pedl cyc driver injured in nonclsn trnsp accident in traf
689,V18.0,Pedl cyc driver injured in nonclsn trnsp accident nontraf
689,V19.8,Pedl cyclst (driver) injured in oth transport accidents
689,V18.5,Pedl cyc pasngr injured in nonclsn trnsp accident in traf
689,V18.1,Pedl cyc pasngr injured in nonclsn trnsp accident nontraf
689,V16.5,Pedl cyc passenger injured in clsn w nonmtr vehicle in traf
689,V16.1,Pedl cyc passenger injured in clsn w nonmtr vehicle nontraf
689,V19.5,Pedl cyc passenger injured in clsn w oth and unsp mv in traf
689,V19.1,Pedl cyc passenger injured in clsn w oth and unsp mv nontraf
689,V11.5,Pedl cyc passenger injured in clsn w oth pedl cyc in traf
689,V11.1,Pedl cyc passenger injured in clsn w oth pedl cyc nontraf
689,V15.5,Pedl cyc passenger injured in clsn w rail trn/veh in traf
689,V15.1,Pedl cyc passenger injured in clsn w rail trn/veh nontraf
689,V17.5,Pedl cyc passenger injured in clsn w statnry object in traf
689,V17.1,Pedl cyc passenger injured in clsn w statnry object nontraf
689,V12.5,Pedl cyc passenger injured in collision w 2/3-whl mv in traf
689,V12.1,Pedl cyc passenger injured in collision w 2/3-whl mv nontraf
689,V10.5,Pedl cyc passenger injured in collision w ped/anml in traf
689,V10.1,Pedl cyc passenger injured in collision w ped/anml nontraf
689,V13.5,"Pedl cyc passenger injured pick-up truck, pk-up/van in traf"
689,V13.1,"Pedl cyc passenger injured pick-up truck, pk-up/van nontraf"
585,F65.4,Pedophilia
525,K76.4,Peliosis hepatis
507,I86.2,Pelvic varices
653,L12.9,"Pemphigoid, unspecified"
653,L10.4,Pemphigus erythematosus
653,L10.2,Pemphigus foliaceous
653,L10.9,"Pemphigus, unspecified"
653,L10.1,Pemphigus vegetans
653,L10.0,Pemphigus vulgaris
408,B48.4,Penicillosis
527,K27.9,"Peptic ulc, site unsp, unsp as ac or chr, w/o hemor or perf"
534,K83.2,Perforation of bile duct
541,K22.3,Perforation of esophagus
534,K82.2,Perforation of gallbladder
708,Y65.5,Performance of wrong procedure (operation)
541,K64.5,Perianal venous thrombosis
680,K04.7,Periapical abscess without sinus
680,K04.6,Periapical abscess with sinus
385,P78.9,"Perinatal digestive system disorder, unspecified"
385,P61.9,"Perinatal hematological disorder, unspecified"
385,P78.0,Perinatal intestinal perforation
367,O70.9,"Perineal laceration during delivery, unspecified"
379,O70.9,"Perineal laceration during delivery, unspecified"
557,G72.3,Periodic paralysis
680,K05.6,"Periodontal disease, unspecified"
680,K05.4,Periodontosis
379,O90.3,Peripartum cardiomyopathy
669,H35.4,Peripheral retinal degeneration
485,C84.4,"Peripheral T-cell lymphoma, not classified"
502,I73.9,"Peripheral vascular disease, unspecified"
619,E71.5,Peroxisomal disorders
500,I48.1,Persistent atrial fibrillation
641,Q43.7,Persistent cloaca
385,P29.3,Persistent fetal circulation
619,E32.0,Persistent hyperplasia of thymus
641,Q26.1,Persistent left superior vena cava
547,G43.6,Persistent migraine aura with cerebral infarction
547,G43.5,Persistent migraine aura without cerebral infarction
585,F34.9,"Persistent mood [affective] disorder, unspecified"
695,V86.7,Persn outside off-road veh injured in nontraffic accident
695,V86.2,Persn outside off-road veh injured in traffic accident
585,F60.9,"Personality disorder, unspecified"
695,V86.4,Person injured boarding off-road veh
695,V88.2,"Person injured in collision betw car and pk-up/van, nontraf"
689,V87.2,Person injured in collision betw car and pk-up/van (traffic)
695,V88.3,"Person injured in collision between car and bus, nontraffic"
689,V87.3,Person injured in collision between car and bus (traffic)
695,V84.4,Person injured wh brd/alit from special agricultural vehicle
695,V85.4,Person injured wh brd/alit from special construction vehicle
695,V83.4,Person injured wh brd/alit from special industrial vehicle
695,V97.1,Person injured while boarding or alighting from aircraft
695,V81.4,Person injured while boarding or alighting from rail trn/veh
689,V82.4,Person injured while boarding or alighting from streetcar
695,V97.3,Person on ground injured in air transport accident
689,V56.7,Person outsd pk-up/van inj in clsn w nonmtr vehicle in traf
689,V56.2,Person outsd pk-up/van inj in clsn w nonmtr vehicle nontraf
689,V57.7,Person outsd pk-up/van inj in clsn w statnry object in traf
689,V57.2,Person outsd pk-up/van inj in clsn w statnry object nontraf
689,V53.7,"Person outsd pk-up/van inj pick-up truck, pk-up/van in traf"
689,V53.2,"Person outsd pk-up/van inj pick-up truck, pk-up/van nontraf"
689,V36.7,Person outside 3-whl mv inj in clsn w nonmtr vehicle in traf
689,V36.2,Person outside 3-whl mv inj in clsn w nonmtr vehicle nontraf
689,V35.7,Person outside 3-whl mv inj in clsn w rail trn/veh in traf
689,V35.2,Person outside 3-whl mv inj in clsn w rail trn/veh nontraf
689,V37.7,Person outside 3-whl mv inj in clsn w statnry object in traf
689,V37.2,Person outside 3-whl mv inj in clsn w statnry object nontraf
689,V33.7,"Person outside 3-whl mv inj pick-up truck, pk-up/van in traf"
689,V33.2,"Person outside 3-whl mv inj pick-up truck, pk-up/van nontraf"
689,V32.7,Person outside 3-whl mv injured in clsn w 2/3-whl mv in traf
689,V32.2,Person outside 3-whl mv injured in clsn w 2/3-whl mv nontraf
689,V34.7,Person outside 3-whl mv injured in clsn w hv veh in traf
689,V34.2,Person outside 3-whl mv injured in clsn w hv veh nontraf
689,V30.7,Person outside 3-whl mv injured in clsn w ped/anml in traf
689,V30.2,Person outside 3-whl mv injured in clsn w ped/anml nontraf
689,V31.7,Person outside 3-whl mv injured in clsn w pedl cyc in traf
689,V31.2,Person outside 3-whl mv injured in clsn w pedl cyc nontraf
689,V38.7,Person outside 3-whl mv injured in nonclsn trnsp acc in traf
689,V38.2,Person outside 3-whl mv injured in nonclsn trnsp acc nontraf
689,V76.7,Person outside bus injured in clsn w nonmtr vehicle in traf
689,V76.2,Person outside bus injured in clsn w nonmtr vehicle nontraf
689,V75.7,Person outside bus injured in clsn w rail trn/veh in traf
689,V75.2,Person outside bus injured in clsn w rail trn/veh nontraf
689,V77.7,Person outside bus injured in clsn w statnry object in traf
689,V77.2,Person outside bus injured in clsn w statnry object nontraf
689,V72.7,Person outside bus injured in collision w 2/3-whl mv in traf
689,V72.2,Person outside bus injured in collision w 2/3-whl mv nontraf
689,V74.7,Person outside bus injured in collision w hv veh in traf
689,V74.2,Person outside bus injured in collision w hv veh nontraf
689,V70.7,Person outside bus injured in collision w ped/anml in traf
689,V70.2,Person outside bus injured in collision w ped/anml nontraf
689,V71.7,Person outside bus injured in collision w pedl cyc in traf
689,V71.2,Person outside bus injured in collision w pedl cyc nontraf
689,V78.7,Person outside bus injured in nonclsn trnsp accident in traf
689,V78.2,Person outside bus injured in nonclsn trnsp accident nontraf
689,V73.7,"Person outside bus injured pick-up truck, pk-up/van in traf"
689,V73.2,"Person outside bus injured pick-up truck, pk-up/van nontraf"
689,V46.7,Person outside car injured in clsn w nonmtr vehicle in traf
689,V46.2,Person outside car injured in clsn w nonmtr vehicle nontraf
689,V45.7,Person outside car injured in clsn w rail trn/veh in traf
689,V45.2,Person outside car injured in clsn w rail trn/veh nontraf
689,V47.7,Person outside car injured in clsn w statnry object in traf
689,V47.2,Person outside car injured in clsn w statnry object nontraf
689,V42.7,Person outside car injured in collision w 2/3-whl mv in traf
689,V42.2,Person outside car injured in collision w 2/3-whl mv nontraf
689,V44.7,Person outside car injured in collision w hv veh in traf
689,V44.2,Person outside car injured in collision w hv veh nontraf
689,V40.7,Person outside car injured in collision w ped/anml in traf
689,V40.2,Person outside car injured in collision w ped/anml nontraf
689,V41.7,Person outside car injured in collision w pedl cyc in traf
689,V41.2,Person outside car injured in collision w pedl cyc nontraf
689,V48.7,Person outside car injured in nonclsn trnsp accident in traf
689,V48.2,Person outside car injured in nonclsn trnsp accident nontraf
689,V43.7,"Person outside car injured pick-up truck, pk-up/van in traf"
689,V43.2,"Person outside car injured pick-up truck, pk-up/van nontraf"
689,V66.7,Person outside hv veh inj in clsn w nonmtr vehicle in traf
689,V66.2,Person outside hv veh inj in clsn w nonmtr vehicle nontraf
689,V67.7,Person outside hv veh inj in clsn w statnry object in traf
689,V67.2,Person outside hv veh inj in clsn w statnry object nontraf
689,V63.7,"Person outside hv veh inj pick-up truck, pk-up/van in traf"
689,V63.2,"Person outside hv veh inj pick-up truck, pk-up/van nontraf"
689,V62.7,Person outside hv veh injured in clsn w 2/3-whl mv in traf
689,V62.2,Person outside hv veh injured in clsn w 2/3-whl mv nontraf
689,V60.7,Person outside hv veh injured in clsn w ped/anml in traf
689,V60.2,Person outside hv veh injured in clsn w ped/anml nontraf
689,V61.7,Person outside hv veh injured in clsn w pedl cyc in traf
689,V61.2,Person outside hv veh injured in clsn w pedl cyc nontraf
689,V65.7,Person outside hv veh injured in clsn w rail trn/veh in traf
689,V65.2,Person outside hv veh injured in clsn w rail trn/veh nontraf
689,V64.7,Person outside hv veh injured in collision w hv veh in traf
689,V64.2,Person outside hv veh injured in collision w hv veh nontraf
689,V68.7,Person outside hv veh injured in nonclsn trnsp acc in traf
689,V68.2,Person outside hv veh injured in nonclsn trnsp acc nontraf
689,V52.7,Person outside pk-up/van inj in clsn w 2/3-whl mv in traf
689,V52.2,Person outside pk-up/van inj in clsn w 2/3-whl mv nontraf
689,V55.7,Person outside pk-up/van inj in clsn w rail trn/veh in traf
689,V55.2,Person outside pk-up/van inj in clsn w rail trn/veh nontraf
689,V58.7,Person outside pk-up/van inj in nonclsn trnsp acc in traf
689,V58.2,Person outside pk-up/van inj in nonclsn trnsp acc nontraf
689,V54.7,Person outside pk-up/van injured in clsn w hv veh in traf
689,V54.2,Person outside pk-up/van injured in clsn w hv veh nontraf
689,V50.7,Person outside pk-up/van injured in clsn w ped/anml in traf
689,V50.2,Person outside pk-up/van injured in clsn w ped/anml nontraf
689,V51.7,Person outside pk-up/van injured in clsn w pedl cyc in traf
689,V51.2,Person outside pk-up/van injured in clsn w pedl cyc nontraf
695,V84.2,Person outside special agricultural vehicle injured in traf
695,V84.7,Person outside special agricultural vehicle injured nontraf
695,V85.2,Person outside special construction vehicle injured in traf
695,V85.7,Person outside special construction vehicle injured nontraf
695,V83.2,Person outside special industrial vehicle injured in traf
695,V83.7,Person outside special industrial vehicle injured nontraf
575,F84.9,"Pervasive developmental disorder, unspecified"
585,F84.9,"Pervasive developmental disorder, unspecified"
329,H70.2,Petrositis
669,H70.2,Petrositis
641,Q85.9,"Phakomatosis, unspecified"
338,A36.0,Pharyngeal diphtheria
507,I80.2,Phlbts and thombophlb of and unsp deep vessels of low extrm
507,I80.0,Phlebitis and thombophlb of superficial vessels of low extrm
507,I80.1,Phlebitis and thrombophlebitis of femoral vein
507,I80.3,"Phlebitis and thrombophlebitis of lower extremities, unsp"
507,I80.8,Phlebitis and thrombophlebitis of other sites
507,I80.9,Phlebitis and thrombophlebitis of unspecified site
507,K75.1,Phlebitis of portal vein
525,K75.1,Phlebitis of portal vein
571,F40.9,"Phobic anxiety disorder, unspecified"
585,F40.9,"Phobic anxiety disorder, unspecified"
641,Q73.1,"Phocomelia, unspecified limb(s)"
585,F80.0,Phonological disorder
382,P14.2,Phrenic nerve paralysis due to birth injury
653,L05.0,Pilonidal cyst and sinus with abscess
653,L05.9,Pilonidal cyst and sinus without abscess
653,A67.9,"Pinta, unspecified"
619,E24.0,Pituitary-dependent Cushing's disease
379,O43.0,Placental transfusion syndromes
367,O44.0,Placenta previa specified as without hemorrhage
367,O44.1,Placenta previa with hemorrhage
641,Q67.3,Plagiocephaly
408,A20.3,Plague meningitis
408,A20.9,"Plague, unspecified"
486,C90.1,Plasma cell leukemia
345,B50.9,"Plasmodium falciparum malaria, unspecified"
345,B50.0,Plasmodium falciparum malaria with cerebral complications
345,B52.0,Plasmodium malariae malaria with nephropathy
345,B52.8,Plasmodium malariae malaria with other complications
345,B52.9,Plasmodium malariae malaria without complication
345,B53.0,Plasmodium ovale malaria
345,B51.8,Plasmodium vivax malaria with other complications
345,B51.9,Plasmodium vivax malaria without complication
345,B51.0,Plasmodium vivax malaria with rupture of spleen
520,J91.8,Pleural effusion in other conditions classified elsewhere
520,J92.9,Pleural plaque without asbestos
510,J92.0,Pleural plaque with presence of asbestos
520,J92.0,Pleural plaque with presence of asbestos
680,K14.5,Plicated tongue
639,M00.1,Pneumococcal arthritis and polyarthritis
332,G00.1,Pneumococcal meningitis
510,J62.8,Pneumoconiosis due to other dust containing silica
510,J63.6,Pneumoconiosis due to other specified inorganic dusts
510,J62.0,Pneumoconiosis due to talc dust
381,P25.2,Pneumomediastinum originating in the perinatal period
322,J15.5,Pneumonia due to Escherichia coli
322,J15.0,Pneumonia due to Klebsiella pneumoniae
322,J15.7,Pneumonia due to Mycoplasma pneumoniae
322,J15.6,Pneumonia due to other aerobic Gram-negative bacteria
322,J15.8,Pneumonia due to other specified bacteria
322,J16.8,Pneumonia due to other specified infectious organisms
322,J15.4,Pneumonia due to other streptococci
322,J15.1,Pneumonia due to Pseudomonas
322,J15.2,Pneumonia due to staphylococcus
322,J15.3,"Pneumonia due to streptococcus, group B"
408,A20.2,Pneumonic plague
381,P25.3,Pneumopericardium originating in the perinatal period
381,P25.1,Pneumothorax originating in the perinatal period
639,M30.0,Polyarteritis nodosa
639,M30.1,Polyarteritis with lung involvement [Churg-Strauss]
619,D89.0,Polyclonal hypergammaglobulinemia
589,Q61.2,"Polycystic kidney, adult type"
589,Q61.1,"Polycystic kidney, infantile type"
589,Q61.3,"Polycystic kidney, unspecified"
603,E28.2,Polycystic ovarian syndrome
385,P61.1,Polycythemia neonatorum
641,Q69.9,"Polydactyly, unspecified"
619,E31.9,"Polyglandular dysfunction, unspecified"
619,E31.1,Polyglandular hyperfunction
379,O40.1,"Polyhydramnios, first trimester"
379,O40.2,"Polyhydramnios, second trimester"
379,O40.3,"Polyhydramnios, third trimester"
379,O40.9,"Polyhydramnios, unspecified trimester"
639,M35.3,Polymyalgia rheumatica
557,M33.2,Polymyositis
628,M15.9,"Polyosteoarthritis, unspecified"
641,Q78.1,Polyostotic fibrous dysplasia
488,N84.1,Polyp of cervix uteri
488,K63.5,Polyp of colon
488,N84.0,Polyp of corpus uteri
669,H74.4,Polyp of middle ear
520,J33.0,Polyp of nasal cavity
488,K31.7,Polyp of stomach and duodenum
527,K31.7,Polyp of stomach and duodenum
520,J38.1,Polyp of vocal cord and larynx
520,J33.1,Polypoid sinus degeneration
641,Q70.4,"Polysyndactyly, unspecified"
619,E80.1,Porphyria cutanea tarda
525,K76.6,Portal hypertension
641,Q26.6,Portal vein-hepatic artery fistula
619,I97.0,Postcardiotomy syndrome
619,K91.5,Postcholecystectomy syndrome
639,M02.1,Postdysenteric arthropathy
544,G21.3,Postencephalitic parkinsonism
494,G46.2,Posterior cerebral artery syndrome
669,H30.2,Posterior cyclitis
680,K03.7,Posteruptive color changes of dental hard tissues
619,K91.1,Postgastric surgery syndromes
639,M02.2,Postimmunization arthropathy
493,I23.7,Postinfarction angina
619,E03.3,Postinfectious hypothyroidism
619,I97.2,Postmastectomy lymphedema syndrome
379,O90.4,Postpartum acute kidney failure
367,O72.3,Postpartum coagulation defects
370,O71.2,Postpartum inversion of uterus
379,O90.6,Postpartum mood disturbance
379,O90.5,Postpartum thyroiditis
619,N99.0,Postprocedural (acute) (chronic) kidney failure
619,N99.2,Postprocedural adhesions of vagina
619,E89.6,Postprocedural adrenocortical (-medullary) hypofunction
619,I97.3,Postprocedural hypertension
619,E89.1,Postprocedural hypoinsulinemia
619,E89.2,Postprocedural hypoparathyroidism
619,E89.3,Postprocedural hypopituitarism
619,E89.0,Postprocedural hypothyroidism
619,K91.3,Postprocedural intestinal obstruction
619,E89.4,Postprocedural ovarian failure
619,N99.4,Postprocedural pelvic peritoneal adhesions
619,J95.5,Postprocedural subglottic stenosis
619,E89.5,Postprocedural testicular hypofunction
619,N99.1,Postprocedural urethral stricture
619,I97.6,Postproc hemor/hemtom of a circ sys org fol a procedure
619,G97.5,Postproc hemor/hemtom of a nervous sys org fol a procedure
669,H59.3,Postproc hemor/hemtom of eye and adnexa fol a procedure
619,D78.2,Postproc hemor/hemtom of the spleen following a procedure
619,K91.2,"Postsurgical malabsorption, not elsewhere classified"
379,O48.0,Post-term pregnancy
507,I87.0,Postthrombotic syndrome
628,M19.1,Post-traumatic osteoarthritis of other joints
567,F43.1,Post-traumatic stress disorder (PTSD)
585,F43.1,Post-traumatic stress disorder (PTSD)
639,M40.0,Postural kyphosis
639,M40.4,Postural lordosis
641,Q60.6,Potter's syndrome
641,Q18.1,Preauricular sinus and cyst
367,O62.3,Precipitate labor
619,E30.1,Precocious puberty
375,O24.0,"Pre-exist diabetes, type 1, in preg, chldbrth and the puerp"
375,O24.1,"Pre-exist diabetes, type 2, in preg, chldbrth and the puerp"
369,O10.3,Pre-exist hyp heart and chr kidney dis compl preg/chldbrth
369,O10.0,Pre-existing essential hypertension compl preg/chldbrth
369,O10.2,Pre-existing hyp chronic kidney disease compl preg/chldbrth
369,O11.9,"Pre-existing hypertension with pre-eclampsia, unsp trimester"
369,O11.1,"Pre-existing hypertension w pre-eclampsia, first trimester"
369,O11.2,"Pre-existing hypertension w pre-eclampsia, second trimester"
369,O11.3,"Pre-existing hypertension w pre-eclampsia, third trimester"
369,O10.1,Pre-existing hypertensive heart disease compl preg/chldbrth
369,O10.4,Pre-existing secondary hypertension compl preg/chldbrth
379,O26.2,Pregnancy care for patient with recurrent pregnancy loss
379,O26.9,"Pregnancy related conditions, unspecified"
585,F52.4,Premature ejaculation
379,O42.1,"Premature ROM, onset labor more than 24 hours fol rupture"
379,O42.0,"Premature ROM, onset of labor within 24 hours of rupture"
379,O42.9,"Premature ROM, unsp time betw rupture and onset of labor"
367,O45.9,"Premature separation of placenta, unspecified"
367,O45.0,Premature separation of placenta with coagulation defect
669,H52.4,Presbyopia
653,L89.5,Pressure ulcer of ankle
653,L89.1,Pressure ulcer of back
653,L89.3,Pressure ulcer of buttock
653,L89.4,"Pressure ulcer of contiguous site of back, buttock and hip"
653,L89.0,Pressure ulcer of elbow
653,L89.6,Pressure ulcer of heel
653,L89.2,Pressure ulcer of hip
653,L89.8,Pressure ulcer of other site
653,L89.9,Pressure ulcer of unspecified site
379,O60.0,Preterm labor without delivery
379,O60.1,Preterm labor with preterm delivery
381,P07.3,Preterm [premature] newborn [other]
619,E27.1,Primary adrenocortical insufficiency
393,A51.1,Primary anal syphilis
669,H40.2,Primary angle-closure glaucoma
381,P28.0,Primary atelectasis of newborn
525,K74.3,Primary biliary cirrhosis
485,C86.6,Primary cutaneous CD30-positive T-cell proliferations
557,G71.9,"Primary disorder of muscle, unspecified"
628,M15.0,Primary generalized (osteo)arthritis
393,A51.0,Primary genital syphilis
619,E26.0,Primary hyperaldosteronism
619,E21.0,Primary hyperparathyroidism
367,O62.0,Primary inadequate contractions
653,A67.0,Primary lesions of pinta
628,M19.0,Primary osteoarthritis of other joints
619,E28.3,Primary ovarian failure
297,A15.7,Primary respiratory tuberculosis
381,P28.3,Primary sleep apnea of newborn
393,A51.2,Primary syphilis of other sites
619,D68.5,Primary thrombophilia
641,Q78.3,Progressive diaphyseal dysplasia
669,H49.4,Progressive external ophthalmoplegia
408,A81.2,Progressive multifocal leukoencephalopathy
557,G23.1,Progressive supranuclear ophthalmoplegia
639,M34.0,Progressive systemic sclerosis
494,I67.3,Progressive vascular leukoencephalopathy
603,N83.4,Prolapse and hernia of ovary and fallopian tube
619,N99.3,Prolapse of vaginal vault after hysterectomy
842,W93.2,Prolonged exposure in deep freeze unit or refrigerator
379,O63.0,Prolonged first stage (of labor)
379,O48.1,Prolonged pregnancy
379,O63.1,Prolonged second stage (of labor)
487,C91.3,Prolymphocytic leukemia of B-cell type
487,C91.6,Prolymphocytic leukemia of T-cell type
641,Q17.5,Prominent ear
594,N41.3,Prostatocystitis
708,Y75.2,"Prosth/oth implants, matrl and neuro devices assoc w incdt"
708,Y74.2,"Prosth/oth implnt, matrl & hosp/persnl-use dev assoc w incdt"
708,Y70.2,Prosth/oth implnt/mtrls anesthesiology devices assoc w incdt
708,Y71.2,Prosth/oth implnt/mtrls cardiovascular devices assoc w incdt
708,Y73.2,Prosth/oth implnt/mtrls gastroent and urol dev assoc w incdt
708,Y81.2,Prosth/oth implnt/mtrls gen/plast-surg devices assoc w incdt
708,Y76.2,Prosth/oth implnt/mtrls ob/gyn devices assoc w incdt
708,Y77.2,Prosth/oth implnt/mtrls ophthalmic devices assoc w incdt
708,Y79.2,Prosth/oth implnt/mtrls orthopedic devices assoc w incdt
708,Y72.2,Prosth/oth implnt/mtrls otorhino devices assoc w incdt
708,Y80.2,Prosth/oth implnt/mtrls physical med devices assoc w incdt
708,Y78.2,Prosth/oth implnt/mtrls radiological devices assoc w incdt
391,D53.0,Protein deficiency anemia
375,O98.6,Protozoal diseases compl preg/chldbrth
318,A07.9,"Protozoal intestinal disease, unspecified"
302,A07.9,"Protozoal intestinal disease, unspecified"
689,V36.4,Prsn brd/alit a 3-whl mv injured in clsn w nonmtr vehicle
689,V37.4,Prsn brd/alit a 3-whl mv injured in clsn w statnry object
689,V32.4,Prsn brd/alit a 3-whl mv injured in collision w 2/3-whl mv
689,V34.4,Prsn brd/alit a 3-whl mv injured in collision w hv veh
689,V31.4,Prsn brd/alit a 3-whl mv injured in collision w pedal cycle
689,V30.4,Prsn brd/alit a 3-whl mv injured in collision w ped/anml
689,V35.4,Prsn brd/alit a 3-whl mv injured in collision w rail trn/veh
689,V38.4,Prsn brd/alit a 3-whl mv injured in nonclsn trnsp accident
689,V33.4,"Prsn brd/alit a 3-whl mv injured pick-up truck, pk-up/van"
689,V42.4,Prsn brd/alit a car injured in collision w 2/3-whl mv
689,V44.4,Prsn brd/alit a car injured in collision w hv veh
689,V46.4,Prsn brd/alit a car injured in collision w nonmtr vehicle
689,V41.4,Prsn brd/alit a car injured in collision w pedal cycle
689,V40.4,Prsn brd/alit a car injured in collision w ped/anml
689,V45.4,Prsn brd/alit a car injured in collision w rail trn/veh
689,V47.4,Prsn brd/alit a car injured in collision w statnry object
689,V48.4,Prsn brd/alit a car injured in nonclsn transport accident
689,V43.4,"Prsn brd/alit a car injured pick-up truck, pk-up/van"
689,V22.3,Prsn brd/alit a motorcycle injured in collision w 2/3-whl mv
689,V24.3,Prsn brd/alit a motorcycle injured in collision w hv veh
689,V20.3,Prsn brd/alit a motorcycle injured in collision w ped/anml
689,V23.3,"Prsn brd/alit a motorcycle injured pick-up truck, pk-up/van"
689,V14.3,Prsn brd/alit a pedal cycle injured in collision w hv veh
689,V10.3,Prsn brd/alit a pedal cycle injured in collision w ped/anml
689,V13.3,"Prsn brd/alit a pedal cycle injured pick-up truck, pk-up/van"
689,V72.4,Prsn brd/alit from bus injured in collision w 2/3-whl mv
689,V74.4,Prsn brd/alit from bus injured in collision w hv veh
689,V76.4,Prsn brd/alit from bus injured in collision w nonmtr vehicle
689,V71.4,Prsn brd/alit from bus injured in collision w pedal cycle
689,V70.4,Prsn brd/alit from bus injured in collision w ped/anml
689,V75.4,Prsn brd/alit from bus injured in collision w rail trn/veh
689,V77.4,Prsn brd/alit from bus injured in collision w statnry object
689,V78.4,Prsn brd/alit from bus injured in nonclsn transport accident
689,V73.4,"Prsn brd/alit from bus injured pick-up truck, pk-up/van"
