cause_id,icd10,icd10_name
693,V35.2,Person outside 3-whl mv inj in clsn w rail trn/veh nontraf
693,V37.7,Person outside 3-whl mv inj in clsn w statnry object in traf
693,V37.2,Person outside 3-whl mv inj in clsn w statnry object nontraf
693,V33.7,"Person outside 3-whl mv inj pick-up truck, pk-up/van in traf"
693,V33.2,"Person outside 3-whl mv inj pick-up truck, pk-up/van nontraf"
693,V32.7,Person outside 3-whl mv injured in clsn w 2/3-whl mv in traf
693,V32.2,Person outside 3-whl mv injured in clsn w 2/3-whl mv nontraf
693,V34.7,Person outside 3-whl mv injured in clsn w hv veh in traf
693,V34.2,Person outside 3-whl mv injured in clsn w hv veh nontraf
693,V30.7,Person outside 3-whl mv injured in clsn w ped/anml in traf
693,V30.2,Person outside 3-whl mv injured in clsn w ped/anml nontraf
693,V31.7,Person outside 3-whl mv injured in clsn w pedl cyc in traf
693,V31.2,Person outside 3-whl mv injured in clsn w pedl cyc nontraf
693,V38.7,Person outside 3-whl mv injured in nonclsn trnsp acc in traf
693,V38.2,Person outside 3-whl mv injured in nonclsn trnsp acc nontraf
693,V76.7,Person outside bus injured in clsn w nonmtr vehicle in traf
693,V76.2,Person outside bus injured in clsn w nonmtr vehicle nontraf
693,V75.7,Person outside bus injured in clsn w rail trn/veh in traf
693,V75.2,Person outside bus injured in clsn w rail trn/veh nontraf
693,V77.7,Person outside bus injured in clsn w statnry object in traf
693,V77.2,Person outside bus injured in clsn w statnry object nontraf
693,V72.7,Person outside bus injured in collision w 2/3-whl mv in traf
693,V72.2,Person outside bus injured in collision w 2/3-whl mv nontraf
693,V74.7,Person outside bus injured in collision w hv veh in traf
693,V74.2,Person outside bus injured in collision w hv veh nontraf
693,V70.7,Person outside bus injured in collision w ped/anml in traf
693,V70.2,Person outside bus injured in collision w ped/anml nontraf
693,V71.7,Person outside bus injured in collision w pedl cyc in traf
693,V71.2,Person outside bus injured in collision w pedl cyc nontraf
693,V78.7,Person outside bus injured in nonclsn trnsp accident in traf
693,V78.2,Person outside bus injured in nonclsn trnsp accident nontraf
693,V73.7,"Person outside bus injured pick-up truck, pk-up/van in traf"
693,V73.2,"Person outside bus injured pick-up truck, pk-up/van nontraf"
693,V46.7,Person outside car injured in clsn w nonmtr vehicle in traf
693,V46.2,Person outside car injured in clsn w nonmtr vehicle nontraf
693,V45.7,Person outside car injured in clsn w rail trn/veh in traf
693,V45.2,Person outside car injured in clsn w rail trn/veh nontraf
693,V47.7,Person outside car injured in clsn w statnry object in traf
693,V47.2,Person outside car injured in clsn w statnry object nontraf
693,V42.7,Person outside car injured in collision w 2/3-whl mv in traf
693,V42.2,Person outside car injured in collision w 2/3-whl mv nontraf
693,V44.7,Person outside car injured in collision w hv veh in traf
693,V44.2,Person outside car injured in collision w hv veh nontraf
693,V40.7,Person outside car injured in collision w ped/anml in traf
693,V40.2,Person outside car injured in collision w ped/anml nontraf
693,V41.7,Person outside car injured in collision w pedl cyc in traf
693,V41.2,Person outside car injured in collision w pedl cyc nontraf
693,V48.7,Person outside car injured in nonclsn trnsp accident in traf
693,V48.2,Person outside car injured in nonclsn trnsp accident nontraf
693,V43.7,"Person outside car injured pick-up truck, pk-up/van in traf"
693,V43.2,"Person outside car injured pick-up truck, pk-up/van nontraf"
693,V66.7,Person outside hv veh inj in clsn w nonmtr vehicle in traf
693,V66.2,Person outside hv veh inj in clsn w nonmtr vehicle nontraf
693,V67.7,Person outside hv veh inj in clsn w statnry object in traf
693,V67.2,Person outside hv veh inj in clsn w statnry object nontraf
693,V63.7,"Person outside hv veh inj pick-up truck, pk-up/van in traf"
693,V63.2,"Person outside hv veh inj pick-up truck, pk-up/van nontraf"
693,V62.7,Person outside hv veh injured in clsn w 2/3-whl mv in traf
693,V62.2,Person outside hv veh injured in clsn w 2/3-whl mv nontraf
693,V60.7,Person outside hv veh injured in clsn w ped/anml in traf
693,V60.2,Person outside hv veh injured in clsn w ped/anml nontraf
693,V61.7,Person outside hv veh injured in clsn w pedl cyc in traf
693,V61.2,Person outside hv veh injured in clsn w pedl cyc nontraf
693,V65.7,Person outside hv veh injured in clsn w rail trn/veh in traf
693,V65.2,Person outside hv veh injured in clsn w rail trn/veh nontraf
693,V64.7,Person outside hv veh injured in collision w hv veh in traf
693,V64.2,Person outside hv veh injured in collision w hv veh nontraf
693,V68.7,Person outside hv veh injured in nonclsn trnsp acc in traf
693,V68.2,Person outside hv veh injured in nonclsn trnsp acc nontraf
693,V52.7,Person outside pk-up/van inj in clsn w 2/3-whl mv in traf
693,V52.2,Person outside pk-up/van inj in clsn w 2/3-whl mv nontraf
693,V55.7,Person outside pk-up/van inj in clsn w rail trn/veh in traf
693,V55.2,Person outside pk-up/van inj in clsn w rail trn/veh nontraf
693,V58.7,Person outside pk-up/van inj in nonclsn trnsp acc in traf
693,V58.2,Person outside pk-up/van inj in nonclsn trnsp acc nontraf
693,V54.7,Person outside pk-up/van injured in clsn w hv veh in traf
693,V54.2,Person outside pk-up/van injured in clsn w hv veh nontraf
693,V50.7,Person outside pk-up/van injured in clsn w ped/anml in traf
693,V50.2,Person outside pk-up/van injured in clsn w ped/anml nontraf
693,V51.7,Person outside pk-up/van injured in clsn w pedl cyc in traf
693,V51.2,Person outside pk-up/van injured in clsn w pedl cyc nontraf
652,Q85.9,"Phakomatosis, unspecified"
649,Q73.1,"Phocomelia, unspecified limb(s)"
657,L05.0,Pilonidal cyst and sinus with abscess
657,L05.9,Pilonidal cyst and sinus without abscess
657,A67.9,"Pinta, unspecified"
649,Q67.3,Plagiocephaly
512,J92.0,Pleural plaque with presence of asbestos
333,G00.1,Pneumococcal meningitis
511,J62.8,Pneumoconiosis due to other dust containing silica
514,J63.6,Pneumoconiosis due to other specified inorganic dusts
511,J62.0,Pneumoconiosis due to talc dust
593,Q61.2,"Polycystic kidney, adult type"
593,Q61.1,"Polycystic kidney, infantile type"
593,Q61.3,"Polycystic kidney, unspecified"
605,E28.2,Polycystic ovarian syndrome
649,Q69.9,"Polydactyly, unspecified"
649,Q78.1,Polyostotic fibrous dysplasia
649,Q70.4,"Polysyndactyly, unspecified"
643,Q26.6,Portal vein-hepatic artery fistula
495,G46.2,Posterior cerebral artery syndrome
650,Q60.6,Potter's syndrome
652,Q18.1,Preauricular sinus and cyst
665,L89.5,Pressure ulcer of ankle
665,L89.1,Pressure ulcer of back
665,L89.3,Pressure ulcer of buttock
665,L89.4,"Pressure ulcer of contiguous site of back, buttock and hip"
665,L89.0,Pressure ulcer of elbow
665,L89.6,Pressure ulcer of heel
665,L89.2,Pressure ulcer of hip
665,L89.8,Pressure ulcer of other site
665,L89.9,Pressure ulcer of unspecified site
394,A51.1,Primary anal syphilis
394,A51.0,Primary genital syphilis
657,A67.0,Primary lesions of pinta
934,A15.7,Primary respiratory tuberculosis
394,A51.2,Primary syphilis of other sites
649,Q78.3,Progressive diaphyseal dysplasia
495,I67.3,Progressive vascular leukoencephalopathy
612,N83.4,Prolapse and hernia of ovary and fallopian tube
943,C91.3,Prolymphocytic leukemia of B-cell type
943,C91.6,Prolymphocytic leukemia of T-cell type
652,Q17.5,Prominent ear
602,N41.3,Prostatocystitis
321,A07.9,"Protozoal intestinal disease, unspecified"
693,V36.4,Prsn brd/alit a 3-whl mv injured in clsn w nonmtr vehicle
693,V37.4,Prsn brd/alit a 3-whl mv injured in clsn w statnry object
693,V32.4,Prsn brd/alit a 3-whl mv injured in collision w 2/3-whl mv
693,V34.4,Prsn brd/alit a 3-whl mv injured in collision w hv veh
693,V31.4,Prsn brd/alit a 3-whl mv injured in collision w pedal cycle
693,V30.4,Prsn brd/alit a 3-whl mv injured in collision w ped/anml
693,V35.4,Prsn brd/alit a 3-whl mv injured in collision w rail trn/veh
693,V38.4,Prsn brd/alit a 3-whl mv injured in nonclsn trnsp accident
693,V33.4,"Prsn brd/alit a 3-whl mv injured pick-up truck, pk-up/van"
693,V42.4,Prsn brd/alit a car injured in collision w 2/3-whl mv
693,V44.4,Prsn brd/alit a car injured in collision w hv veh
693,V46.4,Prsn brd/alit a car injured in collision w nonmtr vehicle
693,V41.4,Prsn brd/alit a car injured in collision w pedal cycle
693,V40.4,Prsn brd/alit a car injured in collision w ped/anml
693,V45.4,Prsn brd/alit a car injured in collision w rail trn/veh
693,V47.4,Prsn brd/alit a car injured in collision w statnry object
693,V48.4,Prsn brd/alit a car injured in nonclsn transport accident
693,V43.4,"Prsn brd/alit a car injured pick-up truck, pk-up/van"
692,V22.3,Prsn brd/alit a motorcycle injured in collision w 2/3-whl mv
692,V24.3,Prsn brd/alit a motorcycle injured in collision w hv veh
692,V20.3,Prsn brd/alit a motorcycle injured in collision w ped/anml
692,V23.3,"Prsn brd/alit a motorcycle injured pick-up truck, pk-up/van"
691,V14.3,Prsn brd/alit a pedal cycle injured in collision w hv veh
691,V10.3,Prsn brd/alit a pedal cycle injured in collision w ped/anml
691,V13.3,"Prsn brd/alit a pedal cycle injured pick-up truck, pk-up/van"
693,V72.4,Prsn brd/alit from bus injured in collision w 2/3-whl mv
693,V74.4,Prsn brd/alit from bus injured in collision w hv veh
693,V76.4,Prsn brd/alit from bus injured in collision w nonmtr vehicle
693,V71.4,Prsn brd/alit from bus injured in collision w pedal cycle
693,V70.4,Prsn brd/alit from bus injured in collision w ped/anml
693,V75.4,Prsn brd/alit from bus injured in collision w rail trn/veh
693,V77.4,Prsn brd/alit from bus injured in collision w statnry object
693,V78.4,Prsn brd/alit from bus injured in nonclsn transport accident
693,V73.4,"Prsn brd/alit from bus injured pick-up truck, pk-up/van"
693,V64.4,Prsn brd/alit hv veh injured in clsn w hv veh wh brd/alit
693,V61.4,Prsn brd/alit hv veh injured in clsn w pedl cyc wh brd/alit
693,V62.4,Prsn brd/alit hv veh injured in collision w 2/3-whl mv
693,V66.4,Prsn brd/alit hv veh injured in collision w nonmtr vehicle
693,V60.4,Prsn brd/alit hv veh injured in collision w ped/anml
693,V65.4,Prsn brd/alit hv veh injured in collision w rail trn/veh
693,V67.4,Prsn brd/alit hv veh injured in collision w statnry object
693,V68.4,Prsn brd/alit hv veh injured in nonclsn transport accident
693,V63.4,"Prsn brd/alit hv veh injured pick-up truck, pk-up/van"
692,V26.3,Prsn brd/alit mtrcy injured in collision w nonmtr vehicle
692,V21.3,Prsn brd/alit mtrcy injured in collision w pedal cycle
692,V25.3,Prsn brd/alit mtrcy injured in collision w rail trn/veh
692,V27.3,Prsn brd/alit mtrcy injured in collision w statnry object
692,V28.3,Prsn brd/alit mtrcy injured in nonclsn transport accident
691,V16.3,Prsn brd/alit pedl cyc inj in clsn w nonmtr vehicle nontraf
691,V12.3,Prsn brd/alit pedl cyc injured in collision w 2/3-whl mv
691,V11.3,Prsn brd/alit pedl cyc injured in collision w oth pedl cyc
691,V15.3,Prsn brd/alit pedl cyc injured in collision w rail trn/veh
691,V17.3,Prsn brd/alit pedl cyc injured in collision w statnry object
691,V18.3,Prsn brd/alit pedl cyc injured in nonclsn transport accident
693,V56.4,Prsn brd/alit pk-up/van injured in clsn w nonmtr vehicle
693,V57.4,Prsn brd/alit pk-up/van injured in clsn w statnry object
693,V52.4,Prsn brd/alit pk-up/van injured in collision w 2/3-whl mv
693,V54.4,Prsn brd/alit pk-up/van injured in collision w hv veh
693,V51.4,Prsn brd/alit pk-up/van injured in collision w pedal cycle
693,V50.4,Prsn brd/alit pk-up/van injured in collision w ped/anml
693,V55.4,Prsn brd/alit pk-up/van injured in collision w rail trn/veh
693,V58.4,Prsn brd/alit pk-up/van injured in nonclsn trnsp accident
693,V53.4,"Prsn brd/alit pk-up/van injured pick-up truck, pk-up/van"
651,Q79.4,Prune belly syndrome
649,Q79.4,Prune belly syndrome
650,Q56.3,"Pseudohermaphroditism, unspecified"
643,Q24.3,Pulmonary infundibular stenosis
643,Q22.0,Pulmonary valve atresia
495,G46.5,Pure motor lacunar syndrome
495,G46.6,Pure sensory lacunar syndrome
657,L08.0,Pyoderma
657,L98.0,Pyogenic granuloma
608,N81.6,Rectocele
593,N02.3,Recur and perst hematur w diffus mesangial prolif glomrlneph
593,N02.1,Recur and perst hematur w focal and seg glomerular lesions
593,N02.4,Recur & perst hematur w diffus endocaplry prolif glomrlneph
593,N02.6,Recurrent and persistent hematuria w dense deposit disease
593,N02.0,Recurrent and persistent hematuria w minor glomerular abnlt
593,N02.8,Recurrent and persistent hematuria w oth morphologic changes
593,N02.9,Recurrent and perst hematuria w unsp morphologic changes
593,N02.7,Recurrent and perst hematur w diffuse crescentic glomrlneph
593,N02.2,Recurrent and perst hematur w diffuse membranous glomrlneph
593,N02.5,Recurrent and perst hematur w diffuse mesangiocap glomrlneph
602,N31.1,"Reflex neuropathic bladder, not elsewhere classified"
650,Q60.1,"Renal agenesis, bilateral"
650,Q60.0,"Renal agenesis, unilateral"
650,Q60.2,"Renal agenesis, unspecified"
595,N15.1,Renal and perinephric abscess
593,Q61.4,Renal dysplasia
650,Q60.4,"Renal hypoplasia, bilateral"
650,Q60.3,"Renal hypoplasia, unilateral"
650,Q60.5,"Renal hypoplasia, unspecified"
602,N25.0,Renal osteodystrophy
602,N26.9,"Renal sclerosis, unspecified"
595,N15.9,"Renal tubulo-interstitial disease, unspecified"
934,A15.9,Respiratory tuberculosis unspecified
642,Q05.3,Sacral spina bifida with hydrocephalus
642,Q05.8,Sacral spina bifida without hydrocephalus
668,D86.3,Sarcoidosis of skin
394,A51.3,Secondary syphilis of skin and mucous membranes
566,F13.1,"Sedative, hypnotic or anxiolytic-related abuse"
566,F13.2,"Sedative, hypnotic or anxiolytic-related dependence"
566,F13.9,"Sedative, hypnotic or anxiolytic-related use, unspecified"
723,X81.0,Self-harm by jumping or lying in front of motor vehicle
723,X81.8,Self-harm by jumping or lying in front of moving object
723,X81.1,Self-harm by jumping or lying in front of (subway) train
652,Q04.4,Septo-optic dysplasia of brain
934,B90.0,Sequelae of central nervous system tuberculosis
495,I69.3,Sequelae of cerebral infarction
934,B90.1,Sequelae of genitourinary tuberculosis
496,I69.1,Sequelae of nontraumatic intracerebral hemorrhage
496,I69.0,Sequelae of nontraumatic subarachnoid hemorrhage
496,I69.2,Sequelae of other nontraumatic intracranial hemorrhage
934,B90.9,Sequelae of respiratory and unspecified tuberculosis
934,B90.2,Sequelae of tuberculosis of bones and joints
934,B90.8,Sequelae of tuberculosis of other organs
652,Q33.2,Sequestration of lung
648,Q97.9,"Sex chromosome abnormality, female phenotype, unspecified"
395,A56.8,Sexually transmitted chlamydial infection of other sites
649,Q77.2,Short rib syndrome
615,D57.1,Sickle-cell disease without crisis
615,D57.2,Sickle-cell/Hb-C disease
615,D57.4,Sickle-cell thalassemia
514,J63.4,Siderosis
652,Q18.0,"Sinus, fistula and cyst of branchial cleft"
652,Q89.3,Situs inversus
602,N27.1,"Small kidney, bilateral"
602,N27.0,"Small kidney, unilateral"
602,N27.9,"Small kidney, unspecified"
652,Q12.4,Spherophakia
649,Q76.0,Spina bifida occulta
642,Q05.9,"Spina bifida, unspecified"
649,Q72.7,Split foot
649,Q77.7,Spondyloepiphyseal dysplasia
727,Y07.0,"Spouse or partner, perpetrator of maltreatment and neglect"
514,J63.5,Stannosis
336,G00.3,Staphylococcal meningitis
643,Q25.6,Stenosis of pulmonary artery
668,L51.1,Stevens-Johnson syndrome
668,L51.3,Stevens-Johnson synd-tox epdrml necrolysis overlap syndrome
336,G00.2,Streptococcal meningitis
602,N39.3,Stress incontinence (female) (male)
707,W21.4,Striking against diving board
707,W22.1,Striking against or struck by automobile airbag
707,W22.8,Striking against or struck by other objects
707,W21.8,Striking against or struck by other sports equipment
707,W21.9,Striking against or struck by unspecified sports equipment
707,W22.0,Striking against stationary object
707,W21.1,"Struck by bat, racquet or club"
711,W54.1,Struck by dog
707,W20.0,Struck by falling object in cave-in
707,W21.0,Struck by hit or thrown ball
707,W21.2,Struck by hockey stick or puck
707,W20.1,Struck by object due to collapse of building
707,W21.3,Struck by sports foot wear
612,N76.1,Subacute and chronic vaginitis
612,N76.3,Subacute and chronic vulvitis
668,L13.1,Subcorneal pustular dermatitis
604,D25.0,Submucous leiomyoma of uterus
604,D25.2,Subserosal leiomyoma of uterus
643,Q25.3,Supravalvular aortic stenosis
394,A52.1,Symptomatic neurosyphilis
649,Q70.9,"Syndactyly, unspecified"
394,A53.9,"Syphilis, unspecified"
643,Q21.3,Tetralogy of Fallot
614,D56.3,Thalassemia minor
614,D56.9,"Thalassemia, unspecified"
649,Q77.1,Thanatophoric short stature
642,Q05.1,Thoracic spina bifida with hydrocephalus
642,Q05.6,Thoracic spina bifida without hydrocephalus
612,N83.5,"Torsion of ovary, ovarian pedicle and fallopian tube"
602,N44.0,Torsion of testis
643,Q26.2,Total anomalous pulmonary venous connection
668,L51.2,Toxic epidermal necrolysis [Lyell]
668,L11.1,Transient acantholytic dermatosis [Grover]
618,D60.1,Transient acquired pure red cell aplasia
495,G45.9,"Transient cerebral ischemic attack, unspecified"
495,G45.4,Transient global amnesia
595,N30.3,Trigonitis
648,Q92.7,Triploidy and polyploidy
648,Q91.5,"Trisomy 13, mosaicism (mitotic nondisjunction)"
648,Q91.4,"Trisomy 13, nonmosaicism (meiotic nondisjunction)"
648,Q91.6,"Trisomy 13, translocation"
648,Q91.7,"Trisomy 13, unspecified"
648,Q91.1,"Trisomy 18, mosaicism (mitotic nondisjunction)"
648,Q91.0,"Trisomy 18, nonmosaicism (meiotic nondisjunction)"
648,Q91.2,"Trisomy 18, translocation"
648,Q91.3,"Trisomy 18, unspecified"
645,Q90.1,"Trisomy 21, mosaicism (mitotic nondisjunction)"
645,Q90.0,"Trisomy 21, nonmosaicism (meiotic nondisjunction)"
645,Q90.2,"Trisomy 21, translocation"
648,Q92.9,"Trisomy and partial trisomy of autosomes, unspecified"
934,A18.7,Tuberculosis of adrenal glands
934,A18.0,Tuberculosis of bones and joints
934,A18.5,Tuberculosis of eye
934,A18.1,Tuberculosis of genitourinary system
934,A18.6,Tuberculosis of (inner) (middle) ear
934,A18.3,"Tuberculosis of intestines, peritoneum and mesenteric glands"
934,A15.4,Tuberculosis of intrathoracic lymph nodes
934,A15.5,"Tuberculosis of larynx, trachea and bronchus"
934,A15.0,Tuberculosis of lung
934,A17.9,"Tuberculosis of nervous system, unspecified"
934,A18.8,Tuberculosis of other specified organs
934,A18.4,Tuberculosis of skin and subcutaneous tissue
934,A17.0,Tuberculous meningitis
934,A18.2,Tuberculous peripheral lymphadenopathy
934,A15.6,Tuberculous pleurisy
652,Q85.1,Tuberous sclerosis
590,E10.2,Type 1 diabetes mellitus with kidney complications
590,E11.2,Type 2 diabetes mellitus with kidney complications
319,A01.0,Typhoid fever
612,N76.5,Ulceration of vagina
612,N76.6,Ulceration of vulva
612,N77.0,Ulceration of vulva in diseases classified elsewhere
650,Q53.2,"Undescended testicle, bilateral"
650,Q53.1,"Undescended testicle, unilateral"
650,Q53.9,"Undescended testicle, unspecified"
650,Q51.4,Unicornate uterus
602,N31.0,"Uninhibited neuropathic bladder, not elsewhere classified"
693,V79.6,Unsp bus occupant injured in clsn w oth and unsp mv in traf
693,V79.2,Unsp bus occupant injured in clsn w oth and unsp mv nontraf
693,V46.9,Unsp car occupant injured in clsn w nonmtr vehicle in traf
693,V46.3,Unsp car occupant injured in clsn w nonmtr vehicle nontraf
693,V49.6,Unsp car occupant injured in clsn w oth and unsp mv in traf
693,V49.2,Unsp car occupant injured in clsn w oth and unsp mv nontraf
693,V45.9,Unsp car occupant injured in clsn w rail trn/veh in traf
693,V45.3,Unsp car occupant injured in clsn w rail trn/veh nontraf
693,V47.9,Unsp car occupant injured in clsn w statnry object in traf
693,V47.3,Unsp car occupant injured in clsn w statnry object nontraf
693,V42.9,Unsp car occupant injured in collision w 2/3-whl mv in traf
693,V42.3,Unsp car occupant injured in collision w 2/3-whl mv nontraf
693,V44.9,Unsp car occupant injured in collision w hv veh in traf
693,V44.3,Unsp car occupant injured in collision w hv veh nontraf
693,V41.9,Unsp car occupant injured in collision w pedal cycle in traf
693,V41.3,Unsp car occupant injured in collision w pedal cycle nontraf
693,V40.9,Unsp car occupant injured in collision w ped/anml in traf
693,V40.3,Unsp car occupant injured in collision w ped/anml nontraf
693,V48.9,Unsp car occupant injured in nonclsn trnsp accident in traf
693,V48.3,Unsp car occupant injured in nonclsn trnsp accident nontraf
693,V43.9,"Unsp car occupant injured pick-up truck, pk-up/van in traf"
693,V43.3,"Unsp car occupant injured pick-up truck, pk-up/van nontraf"
644,Q37.8,Unspecified cleft palate with bilateral cleft lip
644,Q37.9,Unspecified cleft palate with unilateral cleft lip
649,Q74.9,Unspecified congenital malformation of limb(s)
592,N05.6,Unspecified nephritic syndrome with dense deposit disease
727,Y07.9,Unspecified perpetrator of maltreatment and neglect
649,Q72.9,Unspecified reduction defect of lower limb
649,Q71.9,Unspecified reduction defect of upper limb
642,Q05.4,Unspecified spina bifida with hydrocephalus
402,B19.1,Unspecified viral hepatitis B
403,B19.2,Unspecified viral hepatitis C
692,V24.9,Unsp motorcycle rider injured in collision w hv veh in traf
692,V24.2,Unsp motorcycle rider injured in collision w hv veh nontraf
692,V26.9,Unsp mtrcy rider injured in clsn w nonmtr vehicle in traf
692,V26.2,Unsp mtrcy rider injured in clsn w nonmtr vehicle nontraf
692,V29.6,Unsp mtrcy rider injured in clsn w oth and unsp mv in traf
692,V29.2,Unsp mtrcy rider injured in clsn w oth and unsp mv nontraf
692,V27.9,Unsp mtrcy rider injured in clsn w statnry object in traf
692,V27.2,Unsp mtrcy rider injured in clsn w statnry object nontraf
692,V22.9,Unsp mtrcy rider injured in collision w 2/3-whl mv in traf
692,V22.2,Unsp mtrcy rider injured in collision w 2/3-whl mv nontraf
692,V20.9,Unsp mtrcy rider injured in collision w ped/anml in traf
692,V20.2,Unsp mtrcy rider injured in collision w ped/anml nontraf
692,V21.9,Unsp mtrcy rider injured in collision w pedl cyc in traf
692,V21.2,Unsp mtrcy rider injured in collision w pedl cyc nontraf
692,V25.9,Unsp mtrcy rider injured in collision w rail trn/veh in traf
692,V25.2,Unsp mtrcy rider injured in collision w rail trn/veh nontraf
692,V28.9,Unsp mtrcy rider injured in nonclsn trnsp accident in traf
692,V28.2,Unsp mtrcy rider injured in nonclsn trnsp accident nontraf
692,V23.9,"Unsp mtrcy rider injured pick-up truck, pk-up/van in traf"
692,V23.2,"Unsp mtrcy rider injured pick-up truck, pk-up/van nontraf"
592,N05.7,Unsp nephritic syndrome w diffuse crescentic glomrlneph
592,N05.2,Unsp nephritic syndrome w diffuse membranous glomrlneph
592,N05.5,Unsp nephritic syndrome w diffuse mesangiocap glomrlneph
592,N05.0,Unsp nephritic syndrome with minor glomerular abnormality
592,N05.8,Unsp nephritic syndrome with other morphologic changes
592,N05.9,Unsp nephritic syndrome with unspecified morphologic changes
592,N05.4,Unsp neph syndrome w diffuse endocaplry prolif glomrlneph
592,N05.3,Unsp neph syndrome w diffuse mesangial prolif glomrlneph
592,N05.1,Unsp neph syndrome w focal and segmental glomerular lesions
691,V12.9,Unsp pedal cyclist injured in collision w 2/3-whl mv in traf
691,V12.2,Unsp pedal cyclist injured in collision w 2/3-whl mv nontraf
691,V14.9,Unsp pedal cyclist injured in collision w hv veh in traf
691,V14.2,Unsp pedal cyclist injured in collision w hv veh nontraf
691,V10.9,Unsp pedal cyclist injured in collision w ped/anml in traf
691,V10.2,Unsp pedal cyclist injured in collision w ped/anml nontraf
691,V13.9,"Unsp pedal cyclist injured pick-up truck, pk-up/van in traf"
691,V13.2,"Unsp pedal cyclist injured pick-up truck, pk-up/van nontraf"
691,V16.9,Unsp pedl cyclst injured in clsn w nonmtr vehicle in traf
691,V16.2,Unsp pedl cyclst injured in clsn w nonmtr vehicle nontraf
691,V19.6,Unsp pedl cyclst injured in clsn w oth and unsp mv in traf
691,V19.2,Unsp pedl cyclst injured in clsn w oth and unsp mv nontraf
691,V17.9,Unsp pedl cyclst injured in clsn w statnry object in traf
691,V17.2,Unsp pedl cyclst injured in clsn w statnry object nontraf
691,V11.9,Unsp pedl cyclst injured in collision w oth pedl cyc in traf
691,V11.2,Unsp pedl cyclst injured in collision w oth pedl cyc nontraf
691,V15.9,Unsp pedl cyclst injured in collision w rail trn/veh in traf
691,V15.2,Unsp pedl cyclst injured in collision w rail trn/veh nontraf
691,V18.9,Unsp pedl cyclst injured in nonclsn trnsp accident in traf
691,V18.2,Unsp pedl cyclst injured in nonclsn trnsp accident nontraf
595,N34.0,Urethral abscess
602,N36.2,Urethral caruncle
602,N36.9,"Urethral disorder, unspecified"
602,N36.1,Urethral diverticulum
602,N36.5,Urethral false passage
602,N36.0,Urethral fistula
602,N36.4,Urethral functional and muscular disorders
595,N34.3,"Urethral syndrome, unspecified"
608,N81.0,Urethrocele
596,N20.9,"Urinary calculus, unspecified"
595,N39.0,"Urinary tract infection, site not specified"
602,N39.0,"Urinary tract infection, site not specified"
608,N81.4,"Uterovaginal prolapse, unspecified"
608,N81.5,Vaginal enterocele
612,N77.1,"Vaginitis, vulvitis and vulvovaginitis in dis classd elswhr"
643,Q21.0,Ventricular septal defect
495,G45.0,Vertebro-basilar artery syndrome
942,B33.2,Viral carditis
336,A87.9,"Viral meningitis, unspecified"
348,B55.0,Visceral leishmaniasis
335,A39.1,Waterhouse-Friderichsen syndrome
649,Q70.1,Webbed fingers
649,Q70.3,Webbed toes
652,Q18.3,Webbing of neck
652,Q31.0,Web of larynx
648,Q93.1,"Whole chromosome monosomy, mosaic (mitotic nondisjunction)"
648,Q93.0,"Whole chromosome monosomy,nonmosaic (meiotic nondisjunction)"
648,Q92.1,"Whole chromosome trisomy, mosaicism (mitotic nondisjunction)"
648,Q92.0,"Whole chromosome trisomy, nonmosaic (meiotic nondisjunction)"
652,Q82.1,Xeroderma pigmentosum
652,Q80.1,X-linked ichthyosis
657,A66.9,"Yaws, unspecified"
